clean_desc,variety
wood spicy acidity,Sauvignon Blanc
rich honey crisp,Gewürztraminer
citrus white pepper fruit,Chardonnay
dry fruit acidity,Glera
vanilla,Cabernet Sauvignon
vanilla acidity dry,Pinot Gris
cherry vanilla oak dry acidity,Pinot Noir
spicy dry,Merlot
fruit white pepper dry,Sauvignon Blanc
rich crisp acidity,Pinot Grigio
rich spicy cherry pepper vanilla oak sweet,Zinfandel
sweet oak,Cabernet Sauvignon
fruit,Malbec
sweet,Chardonnay
acidity dry citrus,White Blend
berry,Malbec
tannin oak vanilla,Merlot
oak sweet cherry fruit vanilla oak,Merlot
red berry pepper spicy pepper,Syrah
dry cherry oak acidity,Pinot Noir
apple citrus fruit,Chardonnay
oak sweet vanilla mineral fruit,Chardonnay
fruit,Sangiovese
structure sweet vanilla,Syrah
sweet,Pinot Noir
oak oak vanilla wood fruit citrus,Chardonnay
cherry,Zinfandel
light fruit dry,Pinot Noir
fruit dry cherry fruit,Merlot
tannin fruit,Tempranillo
sweet acid white spicy light,Gewürztraminer
cherry,Cabernet Sauvignon
spicy,Merlot
light red white,Red Blend
pepper spicy pepper oak fruit,Cabernet Franc
citrus citrus,Sauvignon Blanc
citrus fruit,Sauvignon Blanc
cherry,Merlot
cherry red berry,Cabernet Franc
fruit,Merlot
black fruit tannin,Red Blend
pear,Chardonnay
apple structure,Albariño
cherry acidity,Grenache
oak fruit,Tempranillo
dry berry oak,Cabernet Sauvignon
cherry,Pinot Noir
fruit structure,Merlot
black cherry,Syrah
sweet honey apple pear sweet,Chardonnay
red berry sweet,Cabernet Sauvignon
acidity rich,Sangiovese
spicy berry sweet oak,Cabernet Sauvignon
berry fruit structure,Nebbiolo
white oak honey wood,White Blend
berry sweet,Bordeaux-style Red Blend
fruit acidity dry acidity,Pinot Grigio
black fruit,Pinot Noir
acidity,Champagne Blend
cherry,Malbec
cherry berry black pepper,Red Blend
pear acidity dry citrus,White Blend
cherry red apple crisp acidity,Tempranillo
cherry red tannin,Tempranillo
light dry red fruit light cherry,Tempranillo Blend
apple fruit sweet butter,Chardonnay
oak wood,Red Blend
red black cherry,Zinfandel
light earth cherry,Pinot Noir
fruit crisp berry,Portuguese Red
crisp red,Portuguese Red
dry citrus acidity fruit spicy,Pinot Gris
dry,Red Blend
fruit,Tempranillo
fruit acidity citrus,Chardonnay
oak,Chardonnay
fruit citrus,Sauvignon Blanc
light dry citrus mineral crisp apple citrus,Riesling
spicy citrus butter berry fruit,Malbec
fruit,Shiraz
acidity black acidity,Pinot Noir
spicy red fruit fruit,Syrah
honey rich sweet,Riesling
dry berry pepper dry,Zinfandel
butter fruit acid oak,Chardonnay
earth spicy fruit,Sangiovese
mineral crisp spicy,White Blend
earth black cherry vanilla oak,Syrah
oak spicy red light,Bordeaux-style Red Blend
rich fruit pear oak,Chardonnay
fruit citrus,Barbera
dry fruit berry,Portuguese Red
fruit dry acidity berry wood,Portuguese Red
oak mineral sweet,White Blend
sweet cherry vanilla,Bordeaux-style Red Blend
sweet fruit light butter,Malbec
spicy white pepper structure fruit,Syrah
fruit oak crisp vanilla,Shiraz
fruit acidity black red,Portuguese Red
red cherry,Syrah
white apple pear,Riesling
sweet white acid spicy,Gewürztraminer
fruit,Syrah
sweet citrus light,Chardonnay
dry red,Cabernet Franc
wood red berry red berry earth tannin acidity,Cabernet Franc
light white mineral oak,Chardonnay
earth red fruit,Cabernet Sauvignon
white fruit oak white citrus,Chardonnay
cherry fruit light vanilla red berry,Cabernet Franc
berry cherry,Cabernet Franc
lemon light,White Blend
white fruit lemon fruit,Chardonnay
berry fruit vanilla fruit,Cabernet Sauvignon
apple fruit acidity,Sauvignon Blanc
white pepper,Shiraz
creamy red citrus,Malbec
fruit creamy,Malbec
sweet mineral pear,Chenin Blanc
sweet dry crisp spicy,Gewürztraminer
dry apple,Chardonnay
crisp cherry structure,Pinot Noir
honey citrus,Chardonnay
fruit oak black cherry,Pinot Noir
cherry dry,Merlot
red fruit acid fruit,Pinot Noir
crisp fruit,Pinot Noir
crisp berry fruit mineral,Red Blend
sweet apple pear fruit apple,Sauvignon Blanc
sweet cherry fruit mineral fruit,Merlot
cherry,Nebbiolo
fruit red,Chardonnay
crisp fruit,Riesling
crisp apple,Riesling
creamy rich oak,Tempranillo
black fruit wood acidity pepper rich,Portuguese Red
mineral white pepper fruit,Albariño
fruit spicy,Pinot Noir
fruit,Pinot Noir
cherry,Red Blend
red wood fruit fruit,Bordeaux-style Red Blend
pepper cherry,Tempranillo
apple white,Chardonnay
oak oak vanilla,Red Blend
cherry,Red Blend
black fruit spicy black pepper,Tempranillo
oak berry black,Red Blend
wood white light creamy pear,Portuguese White
red,Syrah
dry pepper,Zinfandel
red acidity,Portuguese Red
cherry fruit,Pinot Noir
oak,Cabernet Sauvignon
spicy wood berry acidity light fruit red dry tannin,Portuguese Red
fruit acidity oak,Syrah
black,Red Blend
black,Pinot Noir
dry rich,Malbec
sweet acidity,Portuguese Red
black,Bordeaux-style Red Blend
white fruit crisp acidity,White Blend
dry red spicy,Barbera
wood fruit fruit wood,Bordeaux-style Red Blend
sweet fruit acidity,Bordeaux-style Red Blend
light fruit,Bordeaux-style Red Blend
wood dry fruit acidity,Bordeaux-style Red Blend
dry creamy mineral oak rich,Chardonnay
cherry structure,Pinot Noir
red pepper rich fruit,Cabernet Sauvignon
lemon creamy acidity,Chardonnay
sweet acidity,Cabernet Sauvignon
cherry fruit crisp acidity oak rich vanilla,Pinot Noir
rich creamy acidity vanilla spicy,Chardonnay
black fruit cherry wood sweet,Sangiovese Grosso
cherry,Sangiovese Grosso
fruit,Red Blend
black berry sweet fruit,Portuguese Red
black sweet oak,Cabernet Sauvignon
mineral citrus,Sauvignon Blanc
cherry,Sangiovese Grosso
wood spicy red apple vanilla wood,Portuguese White
fruit acidity crisp oak rich rich,Chardonnay
earth red structure,Bordeaux-style Red Blend
fruit dry,Red Blend
dry cherry rich,Pinot Noir
oak vanilla,Chardonnay
fruit earth rich black berry fruit,Red Blend
cherry berry,Sangiovese Grosso
wood sweet acidity,Portuguese Red
fruit oak fruit rich,Chardonnay
mineral apple,Sauvignon Blanc
cherry wood rich vanilla,Sangiovese Grosso
black cherry sweet cherry,Sangiovese Grosso
black fruit rich,Red Blend
black acidity,Portuguese Red
berry wood,Sangiovese Grosso
oak dry,Cabernet Sauvignon
oak oak wood rich vanilla fruit,Chardonnay
fruit acidity black black,Cabernet Sauvignon
cherry,Pinot Noir
red cherry dry rich,Red Blend
berry cherry fruit,Cabernet Sauvignon
sweet cherry,Cabernet Sauvignon
dry cherry,Pinot Noir
crisp citrus lemon citrus acidity,Sparkling Blend
crisp dry apple,Riesling
fruit crisp acidity sweet,Pinot Grigio
red fruit cherry berry red,Tempranillo Blend
cherry berry,Merlot
dry acidity citrus vanilla citrus fruit,Sauvignon Blanc
cherry rich,Merlot
black cherry tannin red,Tempranillo
acidity dry white,Sauvignon Blanc
sweet black fruit acid,Red Blend
crisp acidity,Zinfandel
crisp,Sauvignon Blanc
fruit creamy oak,Chardonnay
sweet dry,Merlot
white crisp apple dry dry,Riesling
black cherry fruit dry,Sangiovese
crisp honey,Sauvignon Blanc
black fruit fruit vanilla oak,Grenache
cherry spicy,Pinot Noir
sweet apple sweet,Riesling
fruit acidity,Sparkling Blend
light fruit,Pinot Noir
black cherry,Pinot Noir
black rich sweet wood,Bordeaux-style Red Blend
fruit acidity citrus,Pinot Noir
red oak,Pinot Noir
sweet oak,Cabernet Franc
fruit fruit,Chardonnay
berry sweet,Red Blend
rich structure acidity,Red Blend
fruit spicy red white pepper,Pinot Noir
fruit apple,Sparkling Blend
rich black,Cabernet Sauvignon
dry fruit white lemon fruit,Pinot Gris
spicy fruit berry acidity,Bordeaux-style Red Blend
dry citrus lemon oak,Chardonnay
fruit acidity,Sparkling Blend
honey dry mineral vanilla,Riesling
fruit,Bordeaux-style Red Blend
cherry berry oak,Merlot
creamy vanilla,Malbec
sweet vanilla creamy acidity,Chardonnay
structure,Cabernet Sauvignon
acidity fruit light crisp,Chardonnay
acidity citrus,Sauvignon Blanc
dry acidity oak cherry fruit,Merlot
wood dry,Cabernet Franc
cherry,Cabernet Sauvignon
sweet berry,Red Blend
honey fruit white,Viognier
cherry,Shiraz
cherry fruit vanilla,Cabernet Sauvignon
sweet cherry,Zinfandel
fruit sweet lemon vanilla,Sparkling Blend
fruit vanilla,Pinot Noir
vanilla acidity,Chardonnay
acidity lemon vanilla,Pinot Grigio
dry cherry fruit,Merlot
cherry,Cabernet Sauvignon
spicy pepper oak,Bordeaux-style Red Blend
fruit acid light,Chardonnay
creamy oak fruit oak,Malbec
fruit,Cabernet Sauvignon
sweet,Cabernet Sauvignon
creamy acidity,Riesling
cherry,Syrah
light,Viognier
tannin acid structure oak cherry,Cabernet Sauvignon
acid,Sauvignon Blanc
structure crisp acidity citrus,Chardonnay
sweet,Pinot Grigio
cherry fruit,Zinfandel
cherry,Cabernet Sauvignon
lemon,Chardonnay
sweet cherry berry,Red Blend
spicy red,Red Blend
vanilla fruit,Cabernet Franc
cherry citrus,Tempranillo
cherry berry structure,Red Blend
citrus acidity,Chardonnay
lemon fruit,Pinot Gris
pepper cherry,Cabernet Sauvignon
structure cherry,Tempranillo
cherry,Merlot
citrus citrus,Chardonnay
cherry pepper,Merlot
fruit,Red Blend
oak black fruit,Tempranillo Blend
spicy fruit black cherry earth,Cabernet Franc
black cherry sweet fruit,Malbec
creamy white,Chardonnay
spicy,Riesling
dry crisp citrus,Portuguese White
sweet rich structure rich,Malbec
white creamy white,White Blend
black cherry,Pinot Noir
fruit pepper fruit,Zinfandel
fruit white creamy,Pinot Grigio
pear apple acidity honey rich white,Pinot Gris
oak fruit white pepper vanilla acidity,Chardonnay
fruit creamy,Red Blend
citrus white,Pinot Grigio
spicy berry berry,Red Blend
dry acidity red,Pinot Noir
acidity fruit oak dry,Sauvignon Blanc
dry pepper,Zinfandel
dry rich,Cabernet Sauvignon
crisp citrus acidity mineral,Portuguese White
sweet red light fruit acidity,Cabernet Sauvignon
dry cherry berry,Merlot
fruit cherry,Syrah
oak light crisp,Chardonnay
sweet,Port
cherry,Syrah
dry berry fruit,Cabernet Sauvignon
vanilla red fruit fruit cherry,Merlot
black pepper white fruit lemon,Chardonnay
lemon,Chardonnay
lemon,Chardonnay
sweet oak,Pinot Noir
sweet fruit apple lemon sweet,Sauvignon Blanc
crisp light sweet,Sauvignon Blanc
dry fruit vanilla fruit,Cabernet Franc
fruit pepper lemon,Sauvignon Blanc
red fruit,Cabernet Sauvignon
acidity,Rosé
wood fruit red fruit,Malbec
wood wood fruit,Merlot
sweet,Port
vanilla sweet acidity,Riesling
fruit sweet,Merlot
sweet acidity pear fruit,Chenin Blanc
sweet acidity,Port
citrus crisp acidity rich,Sauvignon Blanc
fruit fruit oak,Chardonnay
cherry dry,Tempranillo
dry vanilla crisp,Rosé
fruit,Sauvignon Blanc
dry oak,Rhône-style Red Blend
vanilla cherry oak sweet,Pinot Noir
cherry cherry oak vanilla crisp,Red Blend
fruit pepper,Sauvignon Blanc
acid fruit vanilla,Chardonnay
acidity,Champagne Blend
cherry oak vanilla,Pinot Noir
cherry fruit,Pinot Noir
red,Red Blend
pear apple honey,Chardonnay
dry acidity citrus,Sauvignon Blanc
rich light cherry fruit wood oak fruit,Pinot Noir
fruit vanilla,Tempranillo
dry,Zinfandel
white fruit light crisp,Sauvignon Blanc
fruit spicy,Port
light fruit mineral,White Blend
apple citrus creamy,White Blend
dry rich,Zinfandel
berry cherry sweet fruit acid,Pinot Noir
rich vanilla wood,Tempranillo
fruit dry wood,Portuguese Red
spicy black,Portuguese Red
red acidity dry structure acidity,Portuguese Red
spicy dry sweet,Cabernet Franc
mineral apple citrus,Riesling
dry cherry,Malbec
rich acidity cherry red,Barbera
pear butter oak wood,Chardonnay
cherry,Tempranillo
berry fruit,Red Blend
sweet cherry vanilla oak,Sangiovese
wood pepper,Bordeaux-style Red Blend
honey citrus,Riesling
earth,Tempranillo
oak creamy,Tempranillo
vanilla,Red Blend
honey fruit,Bordeaux-style White Blend
black cherry earth creamy oak,Tempranillo
sweet,Red Blend
fruit fruit,Pinot Noir
structure black pepper wood,Red Blend
cherry fruit,Zinfandel
citrus light acidity,White Blend
oak dry,Bordeaux-style Red Blend
dry structure,Merlot
black oak dry,Cabernet Sauvignon
sweet crisp pear apple sweet vanilla oak,Sauvignon Blanc
dry,Pinot Noir
vanilla sweet,Viognier
spicy cherry rich red fruit cherry,Red Blend
rich vanilla crisp,Chardonnay
crisp acidity vanilla sweet acidity,Pinot Grigio
lemon acidity,Bordeaux-style White Blend
cherry structure,Merlot
white pear white white spicy,White Blend
structure,Cabernet Sauvignon
light dry crisp,Portuguese White
cherry fruit dry,Syrah
crisp citrus,Viognier
dry acidity light,Rosé
sweet sweet oak vanilla,Cabernet Sauvignon
dry oak,Cabernet Sauvignon
oak fruit sweet,Chardonnay
sweet lemon acidity,Viognier
pear fruit light honey lemon light pear,Portuguese White
dry crisp cherry,Merlot
cherry dry,Cabernet Sauvignon
cherry,Red Blend
dry dry crisp acidity,Sauvignon Blanc
dry crisp citrus apple,Gewürztraminer
lemon crisp,Prosecco
rich crisp,Merlot
acidity cherry spicy pepper fruit dry,Red Blend
pear apple vanilla,White Blend
cherry acidity,Merlot
dry spicy rich berry,Zinfandel
white fruit apple lemon citrus,Albariño
cherry,Merlot
black fruit,Merlot
apple,Sparkling Blend
dry white apple,Sparkling Blend
white red acidity fruit spicy light,Grenache
oak dry white,Sauvignon Blanc
cherry spicy,Cabernet Sauvignon
crisp oak cherry rich,Pinot Noir
fruit oak black,Red Blend
light,Red Blend
earth pepper,Syrah
fruit red structure,Cabernet Sauvignon
earth cherry,Tempranillo
rich dry black pepper,Syrah
dry,Cabernet Sauvignon
cherry,Sangiovese Grosso
citrus honey,Riesling
cherry fruit oak,Pinot Noir
acidity vanilla oak,Chardonnay
citrus fruit lemon,Chardonnay
structure wood berry,Portuguese Red
rich cherry earth,Sangiovese Grosso
mineral black fruit cherry,Sangiovese Grosso
rich,Sauvignon Blanc
spicy structure,Pinot Noir
cherry fruit,Grenache
rich berry cherry rich acidity,Sangiovese Grosso
black cherry earth,Sangiovese Grosso
fruit,Cabernet Sauvignon
cherry,Tempranillo
rich oak pear creamy acidity,Chardonnay
rich dry black oak,Bordeaux-style Red Blend
black fruit wood cherry,Sangiovese Grosso
rich sweet cherry wood fruit cherry,Sangiovese Grosso
black fruit mineral mineral,Sangiovese Grosso
black fruit berry,Sangiovese Grosso
white honey,Pinot Gris
fruit,Pinot Noir
berry citrus,Sparkling Blend
fruit rich acidity,Bordeaux-style Red Blend
red oak,Pinot Noir
black pepper black fruit rich fruit spicy spicy,Shiraz
rich red black sweet oak,Bordeaux-style Red Blend
black pepper black fruit vanilla,Shiraz
fruit,Pinot Noir
cherry,Pinot Noir
tannin fruit acid light,Pinot Noir
fruit white creamy citrus light,Glera
dry,Gewürztraminer
fruit rich,Bordeaux-style Red Blend
white mineral fruit rich,Glera
light white fruit,Chardonnay
creamy,Sparkling Blend
oak fruit cherry,Bordeaux-style Red Blend
honey,Sparkling Blend
light vanilla,Chardonnay
red dry,Merlot
fruit sweet,Tempranillo Blend
dry,Zinfandel
vanilla,Red Blend
fruit berry sweet acidity,Bordeaux-style Red Blend
fruit dry,Bordeaux-style White Blend
wood wood,Bordeaux-style Red Blend
fruit,Riesling
sweet,Zinfandel
apple citrus white,Viognier
fruit honey,Chardonnay
wood berry oak structure,Cabernet Sauvignon
dry,Merlot
citrus,Sauvignon Blanc
cherry rich,Pinot Noir
light acidity vanilla sweet,Sauvignon Blanc
berry sweet berry,Merlot
dry acidity cherry,Merlot
sweet cherry acidity,Pinot Noir
fruit sweet oak,Cabernet Sauvignon
berry oak berry,Cabernet Sauvignon
vanilla,Cabernet Sauvignon
acidity vanilla oak,Chardonnay
sweet cherry vanilla,Red Blend
white sweet acidity,Sauvignon Blanc
citrus mineral rich acidity,Albariño
acidity,Sauvignon Blanc
fruit oak,Chardonnay
red cherry,Cabernet Sauvignon
red,Tempranillo
vanilla,Chardonnay
dry,Petite Sirah
red fruit pepper dry cherry,Syrah
white sweet,Port
light sweet fruit,Rosé
berry oak,Shiraz
sweet,Riesling
fruit fruit oak creamy,Chardonnay
earth,Cabernet Sauvignon
dry,Port
red berry spicy,Cabernet Sauvignon
dry acidity,Port
cherry citrus acidity,Syrah
cherry berry,Cabernet Sauvignon
light dry apple,Sauvignon Blanc
fruit wood,Port
sweet cherry cherry,Cabernet Sauvignon
white dry,White Blend
sweet acidity,Port
white fruit vanilla oak oak butter fruit,White Blend
red fruit,Cabernet Sauvignon
light red fruit,Merlot
cherry berry cherry,Cabernet Sauvignon
citrus,Rosé
red berry,Cabernet Sauvignon
fruit vanilla,Merlot
honey,Chardonnay
fruit dry citrus,Chenin Blanc
citrus,Sauvignon Blanc
red dry oak,Red Blend
berry creamy berry,Tempranillo
acidity,Champagne Blend
apple crisp,Chardonnay
fruit dry crisp,Chardonnay
fruit red cherry,Pinot Noir
acidity tannin,Pinot Gris
fruit,Sauvignon Blanc
black cherry red,Shiraz
citrus sweet spicy,Tempranillo
red fruit fruit,Tempranillo
fruit,Portuguese Red
creamy fruit,Champagne Blend
butter fruit,Champagne Blend
red fruit cherry berry,Tempranillo
dry light,Syrah
earth pepper berry,Tempranillo
dry cherry,Pinot Noir
cherry sweet dry,Syrah
sweet white cherry,Sangiovese
pepper cherry,Pinot Noir
red berry,Cabernet Sauvignon
structure,Red Blend
sweet honey,White Blend
dry,Petite Sirah
sweet,Barbera
sweet berry cherry,Malbec
spicy red berry,Cabernet Franc
fruit cherry,Barbera
vanilla,Zinfandel
rich acidity cherry white,Zinfandel
sweet lemon acidity,Viognier
acidity,Chardonnay
cherry dry,Sangiovese
sweet cherry,Zinfandel
sweet cherry,Cabernet Sauvignon
sweet citrus,Riesling
sweet,Pinot Grigio
fruit,Cabernet Sauvignon
sweet,Cabernet Franc
acidity,Riesling
light red sweet cherry,Merlot
fruit sweet,Cabernet Sauvignon
earth fruit fruit berry,Syrah
rich red,Pinot Noir
apple lemon,Albariño
black pepper,Zinfandel
creamy dry citrus apple white,Portuguese White
fruit oak acid oak,Sangiovese
fruit creamy spicy,Chardonnay
black fruit earth oak berry,Malbec
apple pear citrus,Riesling
white sweet fruit creamy sweet,White Blend
oak fruit rich spicy vanilla,Chardonnay
oak rich crisp acidity,Sauvignon Blanc
creamy apple fruit vanilla acid butter,Chardonnay
black cherry fruit,Grenache
cherry,Red Blend
apple vanilla apple,Chardonnay
rich vanilla crisp acidity,Chardonnay
dry fruit light,Rosé
berry structure,Portuguese Red
fruit fruit oak,Cabernet Franc
lemon citrus,Albariño
crisp acidity honey vanilla,Pinot Grigio
red dry,Red Blend
black,Tempranillo Blend
red fruit,Pinot Noir
dry,Red Blend
sweet vanilla red fruit,Red Blend
vanilla,Red Blend
mineral fruit oak fruit,Red Blend
oak oak,Chardonnay
sweet black,Red Blend
sweet white,Albariño
cherry vanilla,Red Blend
rich black spicy fruit wood acidity black,Bordeaux-style Red Blend
citrus crisp fruit white fruit,Bordeaux-style White Blend
spicy wood black fruit berry fruit,Tempranillo
fruit,Red Blend
acidity white pepper,Petite Sirah
oak crisp,Pinot Noir
sweet fruit sweet spicy fruit,Pinot Noir
cherry berry acidity,Merlot
